"","iteration","lower_lin","est_lin","upper_lin","p_lin","logLik_lin","AIC_lin","lower_log","est_log","upper_log","p_log","logLik_log","AIC_log","p_log","p_lin_vs_log","lin_ci_width","log_ci_width","delta_logLik"
"2353",2353,-1.60941765040791e-06,3.29238679831633e-06,8.19419124704056e-06,0.187769305741755,3240.77681231638,-6426.45663551004,-0.00128133659481223,0.000169980666492598,0.00162129792779743,0.818252678147175,3239.93375540757,-6436.15303695037,0.818252678147175,0.430392838772293,9.80360889744848e-06,0.00290263452260966,0.843056908813196
"2354",2354,-8.64965985846538e-06,-3.64418739558701e-06,1.36128506729135e-06,0.153395593700918,3213.43561497649,-6371.85802175979,-0.00253529928716646,-0.00105283049408946,0.000429638298987539,0.163720172587169,3213.81554509105,-6384.09574315261,0.163720172587169,0.683909202835673,1.00109449257567e-05,0.00296493758615399,-0.379930114563194
"2355",2355,-5.35332438011655e-06,2.47691700568572e-06,1.0307158391488e-05,0.534877464561646,3241.84352179385,-6430.20980885008,-0.00172496706813166,0.000236084422403095,0.00219713591293785,0.813278499416405,3241.64372383889,-6440.69446766373,0.813278499416405,0.818896190278716,1.56604827716045e-05,0.00392210298106952,0.199797954959195
"2356",2356,-3.72694358683668e-06,1.51850973833514e-06,6.76396306350696e-06,0.570076185105403,3212.19371472937,-6369.59663344257,NA,NA,NA,NA,NA,NA,NA,NA,1.04909066503436e-05,NA,NA
"2357",2357,-4.34467432929942e-06,2.61759056044342e-06,9.57985545018626e-06,0.460787227813427,3280.60092239193,-6507.38094655845,-0.0016382905947602,-0.000231355853194833,0.00117557888837053,0.746978183998849,3280.607142354,-6517.37674968014,0.746978183998849,0.993799341840895,1.39245297794857e-05,0.00281386948313073,-0.00621996207928532
"2358",2358,-4.77580521426844e-06,7.90683201168732e-08,4.93394185450218e-06,0.974508440015487,3253.35080439622,-6451.56611275083,-0.00161241977729686,-0.000174609208488703,0.00126320136031946,0.811673759269766,3253.67507595037,-6463.70661492287,0.811673759269766,0.723053867441049,9.70974706877062e-06,0.00287562113761632,-0.324271554147799
"2359",2359,-6.27490435708773e-06,-1.32614129213195e-06,3.62262177282384e-06,0.599073089440181,3259.76687640469,-6464.77460004124,-0.00101086233249813,0.000432125970068606,0.00187511427263534,0.556863989860173,3259.87589786624,-6476.21136043446,0.556863989860173,0.896711172481983,9.89752612991158e-06,0.00288597660513346,-0.109021461547854
"2360",2360,-9.70108816180551e-07,3.96593703157703e-06,8.90198287933462e-06,0.115175923708351,3231.67979927061,-6408.29046417329,-0.000231702359053116,0.00122957949631092,0.00269086135167495,0.0990049247074955,3231.84031298051,-6420.01649681331,0.0990049247074955,0.85170614668543,9.87209169551517e-06,0.00292256371072806,-0.160513709900442
"2361",2361,-6.41910863069489e-06,-1.29140791440924e-06,3.83629280187641e-06,0.621233446096136,3226.54076796586,-6398.65184671051,-0.00237863843545896,-0.000885770952447046,0.000607096530564869,0.244541683594313,3227.47039672891,-6411.85666641204,0.244541683594313,0.394700210479093,1.02554014325713e-05,0.00298573496602383,-0.929628763050005
"2362",2362,9.43922560582732e-07,5.8031563738016e-06,1.06623901870205e-05,0.0193020770520835,3252.18283070006,-6449.23379217893,-0.000143326381774945,0.00130831456132514,0.00275995550442523,0.0772620950029812,3251.13091240853,-6458.61668184571,0.0772620950029812,0.349267109935162,9.71846762643774e-06,0.00290328188620017,1.05191829153637
"2363",2363,-6.88112719645279e-06,-1.89193443394948e-06,3.09725832855383e-06,0.456935823954973,3237.46731121806,-6420.08178301827,-0.000837464044587723,0.00064024404077491,0.00211795212613754,0.395371098777734,3238.05190931574,-6432.83287138529,0.395371098777734,0.557329808949635,9.97838552500662e-06,0.00295541617072527,-0.584598097680555
"2364",2364,-7.54976003116274e-06,-2.62176025906185e-06,2.30623951303903e-06,0.296710194524464,3233.81557729273,-6412.55551913182,-0.00234593087662069,-0.000887959016735017,0.000570012843150652,0.232289480122184,3233.98379984903,-6424.27197800721,0.232289480122184,0.845165716795711,9.85599954420177e-06,0.00291594371977134,-0.168222556301771
"2365",2365,-1.59917655017871e-06,3.45509314607366e-06,8.50936284232603e-06,0.180056539696335,3200.74880464968,-6346.52314502858,0.000157677450362376,0.00165150174199796,0.00314532603363355,0.0302854104475758,3202.20144675348,-6360.80386192083,0.0302854104475758,0.233951347058095,1.01085393925047e-05,0.00298764858327118,-1.45264210379764
"2366",2366,-5.76766310796772e-06,-3.93821562468515e-07,4.98001998303069e-06,0.885669103835751,3235.95345652481,-6417.24801173465,-0.00107716120247982,0.000396448930928285,0.00187005906433639,0.597631517255099,3235.8934687033,-6428.32722803766,0.597631517255099,0.94177600292207,1.07476830909984e-05,0.00294722026681622,0.0599878215120953
"2367",2367,-5.5240037283325e-06,-5.21345138059842e-07,4.48131345221281e-06,0.837987825271674,3214.20953924663,-6373.40396967175,-0.00162033196017941,0.000132657181364176,0.00188564632290776,0.881967545801905,3213.90589067776,-6384.86026872486,0.881967545801905,0.738120219299412,1.00053171805453e-05,0.00350597828308717,0.303648568868539
"2368",2368,-6.83698216845083e-06,-1.845813608182e-06,3.14535495208682e-06,0.468154273113665,3256.34968212127,-6457.70088759,-0.00206293277762335,-0.000629751449419229,0.000803429878784891,0.388711483413353,3256.40153757969,-6469.03877825558,0.388711483413353,0.949466094254058,9.98233712053765e-06,0.00286636265640824,-0.0518554584205049
"2369",2369,-6.47220935974798e-06,9.22456466147341e-07,8.31712229204266e-06,0.80664858022699,3236.56636683931,-6419.36797589101,-0.00256104533943797,-0.000195675010619479,0.00216969531819902,0.871063625974861,3236.71289204566,-6431.13589702482,0.871063625974861,0.863703961229046,1.47893316517906e-05,0.00473074065763699,-0.146525206358092
"2370",2370,-5.03281124096408e-06,4.68854279483485e-07,5.97051979993105e-06,0.867209690259431,3217.9440319853,-6381.33130475772,-0.00157140160963914,-7.24947754036815e-05,0.00142641205883177,0.924399364353584,3217.84480677934,-6392.34420252663,0.924399364353584,0.90553875233517,1.10033310408951e-05,0.00299781366847091,0.099225205959101
"2371",2371,-4.87656992129168e-06,2.15291043487674e-07,5.30715200826702e-06,0.933885524976705,3249.99270655595,-6445.79828564386,-0.00191957216845936,-0.000421360126069846,0.00107685191631967,0.581113262384753,3250.27895434706,-6457.72407327309,0.581113262384753,0.751076482809105,1.01837219295587e-05,0.00299642408477904,-0.286247791113055
"2372",2372,-2.32388567882714e-06,2.52379847651835e-06,7.37148263186385e-06,0.307169579547342,3255.28033698863,-6455.41923260838,-0.000696949517909795,0.000738920662971209,0.00217479084385221,0.312778656589378,3255.48486852046,-6467.27276323159,0.312778656589378,0.815029042158777,9.69536831069099e-06,0.00287174036176201,-0.204531531825523
"2373",2373,-8.98629481473972e-06,-2.33850331252242e-06,4.30928818969488e-06,0.490133666833075,3242.24473556066,-6430.43163790755,-0.00204782247073864,-0.000126614200582125,0.00179459406957439,0.897117152430866,3243.3503389217,-6443.90925912752,0.897117152430866,0.331011102773051,1.32955830044346e-05,0.00384241654031303,-1.10560336104663
"2374",2374,-5.10970777868631e-06,5.66223803310803e-07,6.24215538530791e-06,0.844823336984386,3225.65846372829,-6397.76838268584,-0.00143873773840574,9.67934386103076e-05,0.00163232461562635,0.901570504032198,3225.33741142956,-6408.15266885241,0.901570504032198,0.725385313264389,1.13518631639942e-05,0.00307106235403209,0.32105229873423
"2375",2375,-4.69838815382793e-06,2.51977410024776e-07,5.20234297387748e-06,0.920448650122552,3250.13344918719,-6445.40884031211,-0.00161860386025767,-0.000177256535685916,0.00126409078888584,0.809333314718473,3250.68198261213,-6457.72268200015,0.809333314718473,0.577796571351973,9.9007311277054e-06,0.00288269464914351,-0.548533424937887
"2376",2376,-1.26026516778669e-05,-5.1977702376247e-06,2.2071112026175e-06,0.168664118250517,3233.14749155286,-6412.45261738406,-0.00297108301297847,-0.00098635947223182,0.000998364068514825,0.329645811971039,3232.71080122944,-6422.69910123157,0.329645811971039,0.646171504607886,1.48097628804844e-05,0.00396944708149329,0.436690323425864
"2377",2377,-5.0231952915259e-06,-2.20470901914941e-07,4.58225348769602e-06,0.928233521762272,3267.46661155313,-6479.75454848383,-0.0020959307913158,-0.000675315669675817,0.000745299451964164,0.35109618650515,3267.89761291311,-6491.99548856405,0.35109618650515,0.649858026978326,9.60544877922192e-06,0.00284123024327996,-0.431001359982929
"2378",2378,-8.27355001421113e-06,-3.43374192778327e-06,1.4060661586446e-06,0.164140372782267,3257.4746436037,-6459.80154562441,-0.00257710627493071,-0.0011437466883778,0.000289612898175108,0.117688947866118,3257.95055427184,-6472.21270841973,0.117688947866118,0.621318983348612,9.67961617285573e-06,0.00286671917310582,-0.475910668140386
"2379",2379,-5.30806625640508e-06,-8.53342161845722e-08,5.13739782403594e-06,0.97442610938541,3269.83161552063,-6485.22184098725,-0.00187277845178287,-0.000421009895823102,0.00103075866013667,0.56940069715327,3269.90155711459,-6496.51596530714,0.56940069715327,0.932448278931458,1.0445464080441e-05,0.00290353711191954,-0.0699415939552637
"2380",2380,-1.13467061889728e-05,-6.38019383616175e-06,-1.41368148335073e-06,0.011865026596289,3223.64311021855,-6392.24174623504,-0.00327843773063359,-0.00180851487265158,-0.000338592014669573,0.0159466808303681,3223.37678291552,-6403.09059859734,0.0159466808303681,0.766188310700514,9.93302470562204e-06,0.00293984571596402,0.266327303030721
"2381",2381,-6.4643549260534e-06,-1.53623543174314e-06,3.39188406256712e-06,0.540830107206175,3233.78485408656,-6412.4941751405,-0.00217196747558627,-0.000712614312327022,0.000746738850932224,0.33814603453982,3234.44160046081,-6425.28000231268,0.33814603453982,0.518535713986199,9.85623898862052e-06,0.00291870632651849,-0.65674637425127
"2382",2382,-2.64975046279226e-06,2.21468821420489e-06,7.07912689120204e-06,0.371814023669005,3253.548635689,-6451.99080048336,-0.000494976852906833,0.000943034874762744,0.00238104660243232,0.198408846346961,3253.97019051639,-6464.21852522035,0.198408846346961,0.656026019210671,9.7288773539943e-06,0.00287602345533915,-0.42155482739372
"2383",2383,-4.1172722092228e-06,8.06576712504359e-07,5.73042563423152e-06,0.74791369182733,3238.03041379989,-6421.00297120329,-0.00121193060322703,0.000243053049573831,0.0016980367023747,0.743104545413064,3238.03445264203,-6432.38489674438,0.743104545413064,0.995969303011463,9.84769784345431e-06,0.00290996730560173,-0.00403884214210848
"2384",2384,-5.5138530676289e-06,1.40695574351839e-08,5.54199218249927e-06,0.996015603765266,3289.09967555623,-6523.58650987798,NA,NA,NA,NA,NA,NA,NA,NA,1.10558452501282e-05,NA,NA
"2385",2385,-7.11216353100006e-06,-2.14357444374224e-06,2.82501464351557e-06,0.397383643623993,3223.13937298627,-6391.23614304708,-0.00186764583964825,-0.000397287117420148,0.00107307160480796,0.59604624347626,3222.9211903241,-6402.18039484967,0.59604624347626,0.803978571785945,9.93717817451563e-06,0.00294071744445621,0.218182662165873
"2386",2386,-4.40614726639305e-06,2.87398389603386e-06,1.01541150584608e-05,0.438679384767104,3257.88425166755,-6461.95731800203,-0.00188431733909273,0.000392476289336197,0.00266926991776513,0.735207595476035,3257.82839791974,-6473.23881803619,0.735207595476035,0.945677433173903,1.45602623248538e-05,0.00455358725685786,0.0558537478086691
"2387",2387,-5.06504407698182e-06,-2.19434895573114e-07,4.62617428583559e-06,0.929200352660783,3255.85777555635,-6456.57244522099,-0.00139943865221957,3.43058101389378e-05,0.00146805027249745,0.962556019762195,3255.85498542388,-6467.94676825775,0.962556019762195,0.997213756331821,9.69121836281741e-06,0.00286748892471702,0.00279013247018156
"2388",2388,-8.0639455829366e-06,-3.26172955344193e-06,1.54048647605274e-06,0.182863747866208,3291.43278872291,-6527.7032684197,NA,NA,NA,NA,NA,NA,NA,NA,9.60443205898934e-06,NA,NA
"2389",2389,-4.62909881035322e-06,1.64820546005062e-07,4.95873990236334e-06,0.946218035751601,3269.87276630722,-6484.55955422107,-0.00251362507196438,-0.000677848050070707,0.00115792897182296,0.468843469864409,3270.54414504772,-6497.93912485747,0.468843469864409,0.511003550580456,9.58783871271656e-06,0.00367155404378734,-0.671378740504224
"2390",2390,-1.13948676164772e-05,-5.5400932758257e-06,3.14681064825756e-07,0.0636213007381825,3253.46135627475,-6452.72038268862,-0.00385614255075635,-0.00227518316674807,-0.000694223782739791,0.0048407544515117,3255.65696209966,-6468.40317122562,0.0048407544515117,0.111291118146339,1.17095486813029e-05,0.00316191876801656,-2.19560582490612
"2391",2391,-7.78977765758772e-06,-2.8993764201198e-06,1.99102481734811e-06,0.244910861595856,3278.73079885878,-6502.70350369813,-0.00249271199290245,-0.0010603379659494,0.000372036061003653,0.146616868652784,3279.10809111709,-6514.83267025706,0.146616868652784,0.685715638511043,9.78080247493583e-06,0.00286474805390611,-0.37729225831481
"2392",2392,-4.94132474821264e-06,1.39724681169571e-06,7.73581837160405e-06,0.665393156703009,3239.79584265046,-6425.30512530404,-0.000919321674476633,0.000532027939852962,0.00198337755418256,0.472061660211132,3240.09435426226,-6436.47636228838,0.472061660211132,0.741921666750875,1.26771431198167e-05,0.00290269922865919,-0.298511611804315
"2393",2393,-5.21773413359164e-06,-3.28782633368737e-07,4.56016886685416e-06,0.895026853866721,3244.22086460826,-6433.33433811406,-0.00147377451758896,-2.6593755737586e-05,0.00142058700611379,0.97123870061116,3244.21915928359,-6444.72647692406,0.97123870061116,0.998296128573818,9.7779030004458e-06,0.00289436152370274,0.00170532466609075
"2394",2394,-3.44522172071086e-06,1.51734391821404e-06,6.47990955713894e-06,0.548608020807834,3267.30821145598,-6480.02426848375,-0.00142300987064856,4.40227130420496e-05,0.00151105529673266,0.953050429143902,3271.19164612517,-6499.27384645587,0.953050429143902,0.0205800180978954,9.9251312778498e-06,0.00293406516738122,-3.88343466918423
"2395",2395,-1.25169616043112e-05,-6.61978437280127e-06,-7.22607141291369e-07,0.0278405863139054,3279.93069716904,-6505.93709190027,-0.00292421548943012,-0.00146860838168738,-1.30012739446381e-05,0.0479927323836212,3279.0442961097,-6515.40180052441,0.0479927323836212,0.412136341117096,1.17943544630198e-05,0.00291121421548548,0.88640105933473
"2396",2396,-5.70125038860861e-06,-4.1777279690245e-07,4.86570479480371e-06,0.876711111695857,3273.36837143508,-6492.00994111952,-0.00226752532797269,-0.000465384291885858,0.00133675674420097,0.612408514964189,3275.93354737651,-6509.00253980265,0.612408514964189,0.0769056493612064,1.05669551834123e-05,0.00360428207217366,-2.56517594143406
"2397",2397,-8.00636719709222e-06,-3.20277100778113e-06,1.60082518152997e-06,0.191022703285793,3267.23639875781,-6479.29489092913,-0.00228673800577456,-0.000866460154819847,0.000553817696134864,0.231503826879916,3268.72883663157,-6493.80927041253,0.231503826879916,0.224823894631519,9.60719237862219e-06,0.00284055570190942,-1.49243787376645
"2398",2398,-2.58500207988103e-06,2.09254556957389e-06,6.7700932190288e-06,0.380189188534288,3301.9973490688,-6548.71049314418,0.000106929609179536,0.00148901792757002,0.0028711062459605,0.0347511855704667,3303.84605815277,-6563.78259685305,0.0347511855704667,0.157440277364818,9.35509529890983e-06,0.00276417663678097,-1.84870908396215
"2399",2399,-3.93148801730776e-06,1.31883036195451e-06,6.56914874121678e-06,0.622146327103542,3198.46792044268,-6342.6465460564,-0.00042815388783624,0.00109886975109241,0.00262589339002106,0.158204366583761,3199.69634873481,-6356.45642732623,0.158204366583761,0.292752337434098,1.05006367585245e-05,0.0030540472778573,-1.22842829213278
"2400",2400,-7.91546931636066e-06,-2.80807763030471e-06,2.29931405575123e-06,0.280858248080284,3240.48442098525,-6426.66140448161,-0.00282856126497604,-0.00134517365567151,0.000138213953633021,0.0754568223000869,3241.49667620223,-6439.9422214738,0.0754568223000869,0.363398512257155,1.02147833721119e-05,0.00296677521860906,-1.01225521698234
"2401",2401,-6.110175540543e-06,-4.97394627211835e-07,5.11538628611933e-06,0.861967462983392,3282.58344031665,-6510.70848925614,-0.00169811566649652,-5.20599735208256e-05,0.00159399571945486,0.950520402049504,3282.47408947474,-6521.93285504176,0.950520402049504,0.89641586207569,1.12255618266623e-05,0.00329211138595138,0.109350841902142
"2402",2402,-6.25287523610536e-07,4.19859391483838e-06,9.02247535328729e-06,0.0879443674688596,3291.8201318934,-6528.74666783193,-0.000300074051653191,0.00110699099187485,0.00251405603540288,0.122928815615909,3291.62789543175,-6539.59507140866,0.122928815615909,0.825111738138526,9.64776287689782e-06,0.00281413008705608,0.192236461650737
"2403",2403,-1.01301953055843e-05,-5.34614040114128e-06,-5.62085496698292e-07,0.0285481753219986,3272.57870241686,-6489.96317777127,-0.00289693568538235,-0.00148103574703837,-6.51358086943775e-05,0.040371703903548,3272.28028169967,-6500.74807312891,0.040371703903548,0.74198910649728,9.56810980888598e-06,0.00283179987668798,0.298420717193039
"2404",2404,-4.32011724668651e-06,2.05631254296949e-06,8.43274233262549e-06,0.526956383515246,3268.50646554723,-6482.82852087606,NA,NA,NA,NA,NA,NA,NA,NA,1.2752859579312e-05,NA,NA
"2405",2405,-4.74748118261598e-06,3.05314955542112e-07,5.3581110937002e-06,0.90562780197184,3201.17172649952,-6347.36786539148,NA,NA,NA,NA,NA,NA,NA,NA,1.01055922763162e-05,NA,NA
"2406",2406,-2.23402303311506e-06,2.61760778807779e-06,7.46923860927064e-06,0.289940439149914,3254.23555418062,-6453.33297576614,-0.00159218025370503,-0.000151158239176509,0.00128986377535201,0.836941003754445,3253.72630703856,-6463.73363773831,0.836941003754445,0.600947836900398,9.70326164238569e-06,0.00288204402905704,0.509247142056665
"2407",2407,-1.92737717905722e-06,3.32872184048751e-06,8.58482086003224e-06,0.214221374923731,3200.99826768939,-6347.78185525231,-0.00122829193366831,0.000396464363230479,0.00202122066012927,0.632127762064944,3200.41134695341,-6358.11685102684,0.632127762064944,0.55603683553099,1.05121980390895e-05,0.00324951259379758,0.586920735971034
"2408",2408,-3.80094838406727e-06,1.90214487770311e-06,7.60523813947349e-06,0.512907880284814,3310.64910585116,-6566.70464102805,-0.000826598795842605,0.000548967152777666,0.00192453310139794,0.433694908309509,3311.0064922302,-6578.11173384938,0.433694908309509,0.69950217253623,1.14061865235408e-05,0.00275113189724054,-0.357386379039781
"2409",2409,-2.23004926298018e-06,2.77378875337309e-06,7.77762676972635e-06,0.276920037817058,3213.87912068138,-6372.74388737996,-0.00114329988920833,0.000613534160715408,0.00237036821063915,0.493276917476089,3213.35272554683,-6383.79193070506,0.493276917476089,0.590730640475227,1.00076760327065e-05,0.00351366809984748,0.526395134547784
"2410",2410,-2.79774549201532e-06,3.01256620943731e-06,8.82287791088994e-06,0.309154762536345,3277.86180869139,-6501.31668713814,-0.00166912003296841,0.000155251292589324,0.00197962261814706,0.867397887329244,3277.51335540259,-6512.3449706705,0.867397887329244,0.705778882034968,1.16206234029053e-05,0.00364874265111546,0.348453288796463
"2411",2411,-8.49415780991813e-06,-2.37896739455239e-06,3.73622302081334e-06,0.445368692626185,3221.82735240236,-6389.6886479534,-0.00264969891010029,-0.0011362734864329,0.000377151937234502,0.140964477238572,3221.84066068575,-6400.61242646953,0.140964477238572,0.986779880279513,1.22303808307315e-05,0.00302685084733479,-0.0133082833881417
"2412",2412,-6.41991602567864e-06,-2.39888144088127e-07,5.94013973750239e-06,0.939292292477701,3250.80707183155,-6447.34469409406,-0.001529340840195,-9.19693221318994e-05,0.0013454021959312,0.900097035930876,3252.88711900091,-6462.18413456683,0.900097035930876,0.124924319458826,1.2360055763181e-05,0.0028747430361262,-2.08004716936466
"2413",2413,-6.78048532551442e-06,-1.12614909885829e-06,4.52818712779785e-06,0.69598012253905,3240.33192816862,-6426.24802982903,-0.0015441873500102,0.000230314122141061,0.00200481559429232,0.798994077571896,3240.5361107832,-6438.17633725924,0.798994077571896,0.815313469466149,1.13086724533123e-05,0.00354900294430252,-0.204182614578713
"2414",2414,-3.32757428534997e-06,1.5788347614485e-06,6.48524380824698e-06,0.527848705214724,3271.96885859928,-6488.86704365043,-0.000793427170494992,0.000622753117583627,0.00203893340566225,0.388351895477716,3272.11828659769,-6500.426248526,0.388351895477716,0.861200443594615,9.81281809359695e-06,0.00283236057615724,-0.149427998403098
"2415",2415,-5.76769645289418e-06,-3.32589744503737e-07,5.10251696388671e-06,0.904434193115712,3274.97057606179,-6495.56356247433,-0.00181159744061714,-0.000361938040171907,0.00108772136027333,0.624254134100905,3274.98651463358,-6506.73581102748,0.624254134100905,0.984187775091546,1.08702134167809e-05,0.00289931880089047,-0.0159385717902296
"2416",2416,-3.514569763621e-06,3.1992285460173e-06,9.9130268556556e-06,0.349935769866422,3235.72438945098,-6417.3758863757,-0.000453433263161737,0.00100211613780775,0.00245766553877724,0.176970144190994,3236.2028545968,-6428.70397479863,0.176970144190994,0.619733863313196,1.34275966192766e-05,0.00291109880193897,-0.478465145818973
"2417",2417,-7.15650644947941e-06,-2.24962789167814e-06,2.65725066612314e-06,0.368481601521396,3239.4876862392,-6423.88302347011,-0.00110353244082513,0.000352464237435888,0.00180846091569691,0.634833756994825,3239.62619932325,-6435.66818125158,0.634833756994825,0.870651859537052,9.81375711560256e-06,0.00291199335652204,-0.13851308405583
"2418",2418,-5.5173168419892e-06,-8.11720588839567e-07,3.89387566431007e-06,0.735030250652591,3294.17042268187,-6533.0804216428,-0.00200291218396416,-0.000610682479707925,0.000781547224548314,0.389544826802079,3295.5147587326,-6547.272571341,0.389544826802079,0.260712750447877,9.41119250629927e-06,0.00278445940851248,-1.34433605073127
"2419",2419,-5.58412937879222e-06,-1.6827549171375e-07,5.24757839536472e-06,0.951389464939902,3250.11766929216,-6446.07965597892,-0.00151227975497463,-4.42871753941388e-05,0.00142370540418635,0.952799564035757,3250.48092182242,-6457.83580423087,0.952799564035757,0.695410799057377,1.08317077741569e-05,0.00293598515916098,-0.363252530254613
"2420",2420,-5.12971058083703e-06,-3.92391344204232e-07,4.34492789242857e-06,0.870901508750461,3285.40803733025,-6515.58272861643,-0.00153064301504866,-0.000128887779051244,0.00127286745694617,0.856836946723675,3285.41023786489,-6526.96793434931,0.856836946723675,0.99780188475774,9.4746384732656e-06,0.00280351047199484,-0.00220053464363446
"2421",2421,4.72135188504303e-07,7.31597577829712e-06,1.41598163680899e-05,0.0361833266576588,3279.0888085997,-6504.17476303222,0.000837579242734885,0.00224492390307994,0.00365226856342499,0.00180010713493939,3281.46317663618,-6519.20900428731,0.00180010713493939,0.0930732895523371,1.36876811795856e-05,0.0028146893206901,-2.37436803648234
"2422",2422,-7.269695552045e-06,-2.26450071533361e-06,2.74069412137777e-06,0.374815175783751,3235.14095093215,-6415.46301546715,-0.00243901811758525,-0.000676148325347551,0.00108672146689015,0.451798769249304,3237.8688181933,-6432.44630069509,0.451798769249304,0.0653585338141529,1.00103896734228e-05,0.00352573958447539,-2.727867261146
"2423",2423,-4.96375345464848e-06,-1.42413517856932e-07,4.67892641893461e-06,0.953784692295935,3262.42848480219,-6469.69379427083,-0.00179705541208171,-0.000370630776369145,0.00105579385934342,0.610218189578327,3262.5568104964,-6481.33010940083,0.610218189578327,0.879566862652979,9.64267987358309e-06,0.00285284927142513,-0.128325694211526
"2424",2424,-4.81914447180875e-06,6.48090500299427e-07,6.1153254724076e-06,0.816089682837786,3303.57294983552,-6552.6548829942,-0.00203709733631962,-0.000469914085649625,0.00109726916502037,0.556363304731416,3303.78427271687,-6564.60948798046,0.556363304731416,0.809512648145061,1.09344699442163e-05,0.00313436650134,-0.211322881347769
"2425",2425,-6.72867790636313e-06,-3.62046974573692e-07,6.00458395721574e-06,0.91116189140786,3240.50941837572,-6427.43173466984,-0.0019154722487411,-0.000411629720127717,0.00109221280848567,0.591266320283814,3239.8939145088,-6436.93516748157,0.591266320283814,0.540368552862606,1.27332618635789e-05,0.00300768505722677,0.615503866923518
"2426",2426,-7.3637687328333e-06,-2.6307040664836e-06,2.1023605998661e-06,0.275638762690193,3286.58953875036,-6517.94202955535,-0.00241408146644721,-0.00101403903791767,0.000386003390611873,0.155521436652253,3287.00300082883,-6530.1486571225,0.155521436652253,0.6613566135621,9.4661293326994e-06,0.00280008485705909,-0.413462078466182
"2427",2427,-3.73344278388091e-06,4.16629746886816e-06,1.20660377216172e-05,0.30091885327713,3232.07041179894,-6410.60604986876,-0.00102752893772856,0.00103614313586339,0.00309981520945534,0.324698612576117,3230.14556236558,-6417.87245384368,0.324698612576117,0.145897722531124,1.57994805054981e-05,0.0041273441471839,1.92484943336876
"2428",2428,-3.53324853072327e-06,1.31133729432892e-06,6.1559231193811e-06,0.595388755441452,3256.20462208478,-6457.26533201805,-0.00109201608318633,0.000342807245169367,0.00177763057352506,0.639256136850324,3256.21704102986,-6468.71663568911,0.639256136850324,0.987657851779227,9.68917165010437e-06,0.00286964665671139,-0.0124189450784797
"2429",2429,-5.16419021190307e-06,-1.94196058588901e-07,4.77579809472527e-06,0.93889110462453,3222.71927539262,-6390.39682008323,-0.00133390908586155,0.000137237352649726,0.001608383791161,0.854775820906857,3222.73390293813,-6401.82109091928,0.854775820906857,0.985478917305633,9.93998830662834e-06,0.00294229287702255,-0.0146275455094838
"2430",2430,-4.23834506318129e-06,6.19805381991219e-07,5.47795582716373e-06,0.802345615085188,3252.47555697877,-6449.818339007,-0.00123556086464918,0.000201888072004415,0.00163933700865801,0.782886620283414,3252.48229323593,-6461.21168414515,0.782886620283414,0.993286380564736,9.71630089034503e-06,0.00287489787330718,-0.00673625715580783
"2431",2431,-5.93182410466771e-06,-3.86108366423146e-07,5.15960737182142e-06,0.891345864617411,3255.76373390486,-6456.93455801337,-0.00181962094772586,-0.000368683853588747,0.00108225324054836,0.618118276822504,3255.7492186035,-6468.03658421988,0.618118276822504,0.985589537756667,1.10914314764891e-05,0.00290187418827422,0.0145153013600066
"2432",2432,-6.34625219392024e-06,-1.41637989705537e-06,3.5134923998095e-06,0.572990126709101,3233.32117349091,-6411.56820951869,-0.00131973208131916,0.000139125171888797,0.00159798242509676,0.851575221194911,3233.1790387745,-6422.66459253781,0.851575221194911,0.867504381539194,9.85974459372974e-06,0.00291771450641592,0.142134716408236
"2433",2433,-2.08670540330995e-06,2.66820557153078e-06,7.42311654637152e-06,0.271060988147559,3280.64195978304,-6506.06538801525,-0.000543333787721278,0.000864556516363226,0.00227244682044773,0.228449125040237,3280.88609933019,-6517.97377063533,0.228449125040237,0.783378308423527,9.50982194968147e-06,0.00281578060816901,-0.244139547151462
"2434",2434,-1.25162296078505e-05,-2.31724427978795e-06,7.8817410482746e-06,0.655773675652067,3252.12450009634,-6450.95887097994,-0.00298448177794139,-0.00010773069052132,0.00276902039689875,0.941427773076776,3252.42610057108,-6462.83181791994,0.941427773076776,0.739633508135979,2.03979706561251e-05,0.00575350217484014,-0.301600474741008
"2435",2435,-5.9560603693441e-06,-8.44634447185434e-07,4.26679147497323e-06,0.74578268019866,3246.66368961809,-6439.19508280686,-0.00140612551023846,8.17949328514653e-05,0.00156971537594139,0.914108584572181,3246.6006881542,-6450.44924985601,0.914108584572181,0.938942099186979,1.02228518443173e-05,0.00297584088617986,0.0630014638827561
"2436",2436,-3.28629264158647e-06,1.57833958919451e-06,6.44297181997549e-06,0.524441453038321,3250.84816056848,-6446.56985724005,-0.00132832681276619,0.000351096468273618,0.00203051974931342,0.681689456760966,3250.80585369878,-6458.61985308918,0.681689456760966,0.958575577630346,9.72926446156196e-06,0.00335884656207961,0.0423068697036797
"2437",2437,-1.20965175404023e-05,-3.6304178923439e-06,4.83568175571453e-06,0.400240802940845,3222.68401219136,-6391.87915762107,NA,NA,NA,NA,NA,NA,NA,NA,1.69321992961169e-05,NA,NA
"2438",2438,-5.46377086008501e-06,-6.08662381768444e-07,4.24644609654812e-06,0.805708102622693,3279.55093076538,-6504.20695797162,-0.0019076094072609,-0.00048335005430954,0.000940909298641819,0.505556691436774,3279.74773328236,-6515.95465659458,0.505556691436774,0.821352820539797,9.71021695663313e-06,0.00284851870590272,-0.196802516971729
